subject_id,ferengi-18_Odd_x-6_dust_lane,ferengi-18_Odd_x-5_merger,ferengi-18_Odd_x-4_other,ferengi-18_Odd_x-3_irregular,ferengi-18_Odd_x-2_disturbed,ferengi-18_Odd_x-1_lens_or_arc,ferengi-18_Odd_x-0_ring,ferengi-18_Odd_a-0_done,ferengi-17_Odd_a-1_no,ferengi-17_Odd_a-0_yes,ferengi-16_Discuss_a-1_no,ferengi-16_Discuss_a-0_yes,ferengi-15_Bulge_a-2_dominant,ferengi-15_Bulge_a-1_obvious,ferengi-15_Bulge_a-0_no_bulge,ferengi-14_Spiral_a-5_can't_tell,ferengi-14_Spiral_a-4_more_than_4,ferengi-14_Spiral_a-3_4,ferengi-14_Spiral_a-2_3,ferengi-14_Spiral_a-1_2,ferengi-14_Spiral_a-0_1,ferengi-13_Spiral_a-2_loose,ferengi-13_Spiral_a-1_medium,ferengi-13_Spiral_a-0_tight,ferengi-12_Spiral_a-1_no_spiral,ferengi-12_Spiral_a-0_spiral,ferengi-11_Bar_a-1_no_bar,ferengi-11_Bar_a-0_bar,ferengi-10_Bulge_a-2_no_bulge,ferengi-10_Bulge_a-1_boxy,ferengi-10_Bulge_a-0_rounded,ferengi-9_Disk_a-1_no,ferengi-9_Disk_a-0_yes,ferengi-8_Clumps_a-1_no,ferengi-8_Clumps_a-0_yes,ferengi-7_Symmetry_a-1_no,ferengi-7_Symmetry_a-0_yes,ferengi-6_Clumps_a-1_no,ferengi-6_Clumps_a-0_yes,ferengi-5_Clumps_a-1_no,ferengi-5_Clumps_a-0_yes,ferengi-4_Clumps_a-3_spiral,_irregular,ferengi-4_Clumps_a-1_chain,ferengi-4_Clumps_a-0_straight_line,ferengi-3_Clumps_a-5_can't_tell,ferengi-3_Clumps_a-4_more_than_4,ferengi-3_Clumps_a-3_4,ferengi-3_Clumps_a-2_3,ferengi-3_Clumps_a-1_2,ferengi-3_Clumps_a-0_1,ferengi-2_Clumps_a-1_no,ferengi-2_Clumps_a-0_yes,ferengi-1_Round_a-2_cigar_shaped,ferengi-1_Round_a-1_in_between,ferengi-1_Round_a-0_completely_round,ferengi-0_Shape_a-2_star_or_artifact,ferengi-0_Shape_a-1_features_or_disk,ferengi-0_Shape_a-0_smooth
5249ce0c3ae74072a3004766,,,0.0588235296308994,,,,,0.294117659330368,0.782608687877655,0.217391297221184,0.975000023841858,0.025000000372529,0.25,,0.75,,,,,,,,,,1,,1,,,,,1,,0.666666686534882,0.333333343267441,0.5,0.5,,,0.75,,0.666666686534882,,,,,,,,,0.333333343267441,0.400000005960464,0.600000023841858,,0.538461565971375,0.307692319154739,0.425000011920929,0.25,0.324999988079071
5249ce0c3ae74072a3003556,,,,,,,,0.625,0.84375,0.15625,1,,0.5,,0.5,,,,,,,,,,1,,1,,,,,0.5,,1,,1,,,,,,1,,,,,,,,,0.5,0.666666686534882,0.333333343267441,,0.461538463830948,0.538461565971375,0.200000002980232,0.150000005960464,0.649999976158142
5249ce0c3ae74072a3004887,,,0.125,,,,,0.625,0.814814805984497,0.185185179114342,0.975000023841858,0.025000000372529,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,,,0.25,,0.333333343267441,,,,,,,,,0.428571432828903,,1,,0.400000005960464,0.600000023841858,0.324999988079071,0.174999997019768,0.5
5249ce0c3ae74072a3003677,,,,,,,,0.5,0.933333337306976,0.0666666701436043,1,,0.5,,0.5,,,,,,,,,,1,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,1,0.666666686534882,0.333333343267441,,0.777777791023254,0.185185179114342,0.25,0.0750000029802322,0.675000011920929
5249ce0c3ae74072a3003798,,,,,,,,0.75,0.914285719394684,0.0857142880558968,1,,0.117647059261799,0.882352948188782,,,,,,0.727272748947144,,0.636363625526428,0.272727280855179,,0.352941185235977,0.647058844566345,0.352941185235977,0.647058844566345,,,,0.89473682641983,,0.5,0.5,,1,,,,,1,,,,,,,0.5,,0.5,0.904761910438538,0.095238097012043,,0.785714268684387,0.214285716414452,0.125,0.524999976158142,0.349999994039536
5249ce0c3ae74072a3003d0b,,,,,,,,0.5,0.823529422283173,0.176470592617989,0.949999988079071,0.0500000007450581,,,1,,,,,,,,,,1,,1,,,,,1,,,1,1,,,,,,0.5,,,,,,,,,0.333333343267441,0.400000005960464,0.600000023841858,,,1,0.150000005960464,0.125,0.725000023841858
5249ce0c3ae74072a3003e2c,,,0.125,,,,,0.4375,0.740740716457367,0.259259253740311,1,,,1,,,,,,,,,1,,,1,,1,,,,1,,0.4375,0.5625,0.625,0.375,,,0.611111104488373,,0.277777791023254,,,,,,,,,,0.0526315793395042,0.947368443012238,,0.625,0.375,0.324999988079071,0.474999994039536,0.200000002980232
5249ce0c3ae74072a3003f4d,,,,,,,,,1,,1,,,,1,,,,,,,,,,1,,1,,,,,0.400000005960464,,,,,,,,,,,,,,,,,,,,1,,,0.818181812763214,0.030303031206131,0.0500000007450581,0.125,0.824999988079071
5249ce0c3ae74072a3004414,,,0.0869565233588219,,,,,0.434782594442368,0.69696968793869,0.30303031206131,0.949999988079071,0.0500000007450581,0.200000002980232,0.800000011920929,,,,,,1,,,1,,0.800000011920929,0.200000002980232,1,,,,,0.833333313465118,,,1,,1,,,,,,,,,,,,,,0.75,0.600000023841858,0.400000005960464,,0.60869562625885,0.391304343938828,0.174999997019768,0.25,0.574999988079071
5249ce0c3ae74072a3004535,,,,,,,,0.461538463830948,0.837837815284729,0.162162154912949,1,,,0.333333343267441,0.666666686534882,,,,,,,,,,0.833333313465118,0.16666667163372,1,,,,,1,,,1,0.5,0.5,,,,,,,,,,,,,,,0.75,0.25,,0.137931033968925,0.862068951129913,0.0750000029802322,0.200000002980232,0.725000023841858
5249ce0c3ae74072a3004656,,,,,,,,1,0.966666638851166,0.0333333350718021,0.949999988079071,0.0500000007450581,0.25,0.5,0.25,,,,,1,,,,,0.75,0.25,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,0.269230782985687,0.730769217014313,0.25,0.100000001490116,0.649999976158142
5249ce0c3ae74072a3003446,,,0.25,,,,,0.5,0.935483872890472,0.0645161271095276,0.975000023841858,0.025000000372529,,0.5,0.5,,,,,,,,1,,0.5,0.5,0.5,0.5,,,,1,,,1,1,,,,,,,,,,,,,,,,0.666666686534882,0.333333343267441,,0.607142865657806,,0.224999994039536,0.0750000029802322,0.699999988079071
5249ce0c3ae74072a3004777,,,0.0666666701436043,,,,,0.600000023841858,0.735294103622437,0.264705896377563,0.975000023841858,0.025000000372529,,0.666666686534882,0.333333343267441,,,,,0.222222223877907,,,0.555555582046509,,,1,1,,,,,0.899999976158142,,0.176470592617989,0.823529422283173,0.764705896377563,0.235294118523598,,,0.263157904148102,,0.222222223877907,,,,,,,0.349999994039536,,0.0500000007450581,0.333333343267441,0.666666686534882,,0.75,0.25,0.150000005960464,0.75,0.100000001490116
5249ce0c3ae74072a3003567,,,0.125,,,,,0.125,0.96875,0.03125,0.975000023841858,0.025000000372529,,,1,,,,,,,,,,1,,0.666666686534882,0.333333343267441,,,,0.5,,0.666666686534882,0.333333343267441,0.333333343267441,0.666666686534882,,,0.5,,,,,,,,,,,0.333333343267441,0.666666686534882,0.333333343267441,,0.47826087474823,0.47826087474823,0.200000002980232,0.224999994039536,0.574999988079071
5249ce0c3ae74072a3004898,,,0.25,,,,,0.5,0.944444417953491,0.0555555559694767,0.975000023841858,0.025000000372529,,0.800000011920929,0.200000002980232,,,,,1,,,,,0.800000011920929,0.200000002980232,0.800000011920929,0.200000002980232,,,,0.357142865657806,,0.5,0.5,0.25,0.75,,,0.666666686534882,,,,,,,,,,,0.25,0.777777791023254,0.222222223877907,,0.666666686534882,,0.100000001490116,0.449999988079071,0.449999988079071
5249ce0c3ae74072a3003688,,,,,,,,0.5,0.954545438289642,0.0454545468091965,0.975000023841858,0.025000000372529,,,1,,,,,,,,,,1,,1,,,,,1,,0.666666686534882,0.333333343267441,1,,,,1,,,,,,,,,,,,0.400000005960464,0.600000023841858,,0.0588235296308994,0.941176474094391,0.449999988079071,0.125,0.425000011920929
5249ce0c3ae74072a3003d1c,,,0.333333343267441,,,,,0.666666686534882,0.916666686534882,0.0833333358168602,1,,,0.333333343267441,0.666666686534882,,,,,,,,,,1,,1,,,,,1,,1,,1,,,,1,,,,,,,,,,,,0.75,0.25,,0.100000001490116,0.899999976158142,0.400000005960464,0.100000001490116,0.5
5249ce0c3ae74072a3003e3d,,,0.0909090936183929,,,,,0.454545468091965,0.642857134342194,0.357142865657806,1,,,,1,,,,,,,,,,1,,1,,,,,0.666666686534882,,1,,1,,,,1,,,,,,,,,0.5,,,0.600000023841858,0.400000005960464,,0.555555582046509,0.111111111938953,0.649999976158142,0.125,0.224999994039536
5249ce0c3ae74072a3003f5e,,,,,,,,1,0.95652174949646,0.0434782616794109,0.949999988079071,0.0500000007450581,,,1,,,,,1,,,,,0.666666686534882,0.333333343267441,0.666666686534882,0.333333343267441,,,,0.75,,0.16666667163372,0.833333313465118,0.666666686534882,0.333333343267441,,,0.833333313465118,,0.333333343267441,,,,,,,,,,0.400000005960464,0.600000023841858,,0.769230782985687,0.15384615957737,0.425000011920929,0.25,0.324999988079071
5249ce0c3ae74072a3004304,,,0.16666667163372,,,,,0.5,0.899999976158142,0.100000001490116,0.975000023841858,0.025000000372529,0.200000002980232,0.200000002980232,0.600000023841858,,,,,,,,0.333333343267441,,0.400000005960464,0.600000023841858,1,,,,,1,,0.25,0.75,0.5,0.5,,,0.75,,1,,,,,,,,,,0.555555582046509,0.444444447755814,,0.761904776096344,0.190476194024086,0.25,0.224999994039536,0.524999976158142
5249ce0c3ae74072a3004425,,,0.217391297221184,,,,,0.434782594442368,0.714285731315613,0.28571429848671,0.899999976158142,0.100000001490116,0.333333343267441,,0.666666686534882,,,,,1,,1,,,0.666666686534882,0.333333343267441,0.333333343267441,0.666666686534882,,,,0.272727280855179,,,1,0.375,0.625,,,0.222222223877907,,,,,,,,,0.300000011920929,,0.100000001490116,0.523809552192688,0.476190477609634,,0.571428596973419,,0.125,0.524999976158142,0.349999994039536
5249ce0c3ae74072a3004546,,,0.222222223877907,,,,,0.555555582046509,0.666666686534882,0.333333343267441,0.975000023841858,0.025000000372529,,,1,,,,,,,,,,1,,1,,,,,1,,1,,1,,,,1,,,,,,,,,,,,0.857142865657806,0.142857149243355,,0.25,0.75,0.625,0.174999997019768,0.200000002980232
5249ce0c3ae74072a3004667,,,,,,,,0.5,0.969696998596191,0.030303031206131,1,,0.666666686534882,,0.333333343267441,,,,,0.5,,0.5,0.5,,0.333333343267441,0.666666686534882,0.333333343267441,0.666666686534882,,,,1,,,1,,1,,,,,,,,,,,,,,,0.75,0.25,,0.724137902259827,0.275862067937851,0.174999997019768,0.100000001490116,0.725000023841858
5249ce0c3ae74072a3003457,,,0.0714285746216774,,,,,0.428571432828903,0.8125,0.1875,0.975000023841858,0.025000000372529,,0.400000005960464,0.600000023841858,,,,,,,,,,0.800000011920929,0.200000002980232,1,,,,,0.714285731315613,,0.666666686534882,0.333333343267441,,1,,,0.5,,,,,,,,,,,0.333333343267441,0.699999988079071,0.300000011920929,,0.454545468091965,,0.200000002980232,0.25,0.550000011920929
5249ce0c3ae74072a3004788,,,0.0454545468091965,,,,,0.5,0.65625,0.34375,0.975000023841858,0.025000000372529,,0.333333343267441,0.666666686534882,,,,,0.375,,0.25,0.5,,0.111111111938953,0.888888895511627,1,,,,,0.899999976158142,,0.25,0.75,0.833333313465118,0.16666667163372,,,0.466666668653488,,0.600000023841858,,,,,,,0.133333340287209,,,0.400000005960464,0.600000023841858,,1,,0.200000002980232,0.625,0.174999997019768
5249ce0c3ae74072a3003578,,,0.0909090936183929,,,,,0.636363625526428,0.805555582046509,0.194444447755814,0.975000023841858,0.025000000372529,,0.800000011920929,0.200000002980232,,,,,0.5,,,0.5,,0.600000023841858,0.400000005960464,0.800000011920929,0.200000002980232,,,,0.3125,,0.28571429848671,0.714285731315613,0.714285731315613,0.28571429848671,,,0.600000023841858,,0.200000002980232,,,,,,,0.28571429848671,,0.28571429848671,0.695652186870575,0.304347813129425,,0.538461565971375,,0.100000001490116,0.574999988079071,0.324999988079071
5249ce0c3ae74072a3003699,,,0.200000002980232,,,,,0.533333361148834,0.77142858505249,0.228571429848671,0.949999988079071,0.0500000007450581,0.125,0.5,0.375,,,,,0.200000002980232,,,0.400000005960464,,0.375,0.625,0.25,0.75,,,,0.800000011920929,,0.666666686534882,0.333333343267441,,1,,,,,,,,,,,,,,0.666666686534882,0.769230782985687,0.230769231915474,,0.863636374473572,0.136363640427589,0.125,0.324999988079071,0.550000011920929
5249ce0c3ae74072a3003c0c,,,,,,,,,1,,1,,,0.5,0.5,,,,,,,1,,,0.5,0.5,1,,,,,0.15384615957737,,,,,,,,,,,,,,,,,,,,1,,,,0.0588235296308994,0.25,0.324999988079071,0.425000011920929
5249ce0c3ae74072a30037bb,,,,,,,,0.666666686534882,0.878787875175476,0.121212124824524,0.949999988079071,0.0500000007450581,,1,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,0.174999997019768,0.025000000372529,0.800000011920929
5249ce0c3ae74072a3003d2d,,,0.142857149243355,,,,,0.476190477609634,0.705882370471954,0.294117659330368,0.975000023841858,0.025000000372529,,,1,,,,,,,,,,1,,0.800000011920929,0.200000002980232,,,,1,,,1,1,,,,1,,,,,,,,,0.5,,0.5,0.714285731315613,0.28571429848671,,0.296296298503876,0.703703701496124,0.150000005960464,0.174999997019768,0.675000011920929
5249ce0c3ae74072a3003e4e,0.16666667163372,,,0.16666667163372,0.16666667163372,,,0.5,0.863636374473572,0.136363640427589,0.949999988079071,0.0500000007450581,,,1,,,,,,,,,,1,,1,,,,,1,,,1,1,,0.5,0.5,0.333333343267441,0.666666686534882,0.333333343267441,0.333333343267441,0.333333343267441,,0.666666686534882,,0.333333343267441,,,,0.400000005960464,0.600000023841858,0.117647059261799,0.529411792755127,0.352941185235977,0.449999988079071,0.125,0.425000011920929
5249ce0c3ae74072a3003f6f,,,,0.16666667163372,,,,0.5,0.899999976158142,0.100000001490116,1,,,,1,,,,,,,,,,1,,1,,,,,1,,,0.5,0.5,,1,,0.666666686534882,0.333333343267441,,0.666666686534882,0.333333343267441,,0.333333343267441,,,,,,0.5,0.5,0.25,0.75,,0.25,0.150000005960464,0.600000023841858
5249ce0c3ae74072a3004315,,,,0.125,0.125,,,0.5,0.839999973773956,0.159999996423721,0.925000011920929,0.0750000029802322,,,1,,,,,,,,,,1,,1,,,,,1,,,0.666666686534882,1,,,,1,,,1,,,1,,,,,,0.25,0.75,0.095238097012043,0.571428596973419,0.333333343267441,0.375,0.100000001490116,0.524999976158142
5249ce0c3ae74072a3004436,,,,,0.5,,,0.5,0.969696998596191,0.030303031206131,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.5,,,,,,0.75,0.25,0.319999992847443,0.639999985694885,0.0399999991059303,0.174999997019768,0.200000002980232,0.625
5249ce0c3ae74072a3004557,,,,0.375,,,,0.375,0.90625,0.09375,0.975000023841858,0.025000000372529,,,0.666666686534882,,,,,,,,,,0.5,,0.833333313465118,,,,,1,,,0.571428596973419,0.571428596973419,,,1,0.333333343267441,0.666666686534882,0.5,0.5,,,0.142857149243355,,0.142857149243355,,,,0.461538463830948,0.538461565971375,,0.105263158679008,0.89473682641983,0.200000002980232,0.324999988079071,0.474999994039536
5249ce0c3ae74072a3004678,,,,,,,,0.666666686534882,0.942857146263123,0.0571428574621677,0.975000023841858,0.025000000372529,,,,,,,,,,,,,1,,1,,,,,1,,,1,,,,1,,1,,,1,,1,,,,,,0.5,0.5,,0.636363625526428,0.363636374473572,0.125,0.0500000007450581,0.824999988079071
5249ce0c3ae74072a3003468,,,,,,,,0.5,0.942857146263123,0.0571428574621677,0.975000023841858,0.025000000372529,,,1,,,,,,,,,,1,,1,,,,,0.666666686534882,,,0.5,0.5,,1,,0.5,0.5,1,,,,,,,,,,0.5,0.5,0.206896558403969,0.793103456497192,,0.125,0.150000005960464,0.725000023841858
5249ce0c3ae74072a3004799,,,,0.375,,,,0.5,0.714285731315613,0.28571429848671,1,,,,0.300000011920929,,,,,,,,,,0.300000011920929,,0.699999988079071,,,,,1,,,0.800000011920929,0.5,,,1,0.28571429848671,0.714285731315613,0.400000005960464,0.400000005960464,0.200000002980232,,0.200000002980232,,,,,,0.5,0.5,,0.75,0.25,0.300000011920929,0.5,0.200000002980232
5249ce0c3ae74072a3003589,,,,0.142857149243355,,,,0.428571432828903,0.727272748947144,0.272727280855179,0.975000023841858,0.025000000372529,,,1,,,,,,,,,,1,,1,,,,,1,,,0.333333343267441,0.666666686534882,,,1,0.666666686534882,0.333333343267441,,1,,,0.333333343267441,,,,,,0.5,0.5,,0.200000002980232,0.800000011920929,0.725000023841858,0.150000005960464,0.125
5249ce0c3ae74072a3004d0c,0.0465116277337074,,,0.0930232554674149,0.0930232554674149,,,0.348837196826935,0.53125,0.46875,0.975000023841858,0.025000000372529,,,0.222222223877907,,,,,,,,,,0.333333343267441,,0.888888895511627,,,,,1,,,0.583333313465118,0.833333313465118,,0.111111111938953,0.888888895511627,0.181818187236786,0.818181812763214,0.444444447755814,0.444444447755814,,,0.307692319154739,,,,,,0.409090906381607,0.590909063816071,,0.899999976158142,0.100000001490116,0.200000002980232,0.550000011920929,0.25
5249ce0c3ae74072a3003c1d,,,,,,,,1,0.970588207244873,0.0294117648154497,0.975000023841858,0.025000000372529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,0.150000005960464,0.25,0.600000023841858
5249ce0c3ae74072a3003d3e,,,,,,,,0.666666686534882,0.944444417953491,0.0555555559694767,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,0.5,0.5,,0.0882352963089943,0.911764681339264,0.100000001490116,0.0500000007450581,0.850000023841858
5249ce0c3ae74072a3003e5f,,,,,,,,0.625,0.852941155433655,0.147058829665184,0.949999988079071,0.0500000007450581,,,0.333333343267441,,,,,,,,,,0.333333343267441,,0.666666686534882,,,,,0.75,,,,,,,,,,,,,,,,,,,,1,,,0.5,0.5,0.150000005960464,0.100000001490116,0.75
5249ce0c3ae74072a3004205,,,,,,,,0.5,0.724137902259827,0.275862067937851,0.949999988079071,0.0500000007450581,,,0.142857149243355,,,,,,,,,,0.5,,0.28571429848671,,,,,0.823529422283173,,,1,0.5,,,1,,1,0.5,,0.5,,,,,,,,0.809523820877075,0.190476194024086,,0.875,0.125,0.275000005960464,0.524999976158142,0.200000002980232
5249ce0c3ae74072a3004326,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,,,,1,,0.5,0.5,,,0.5,,,,,,,1,,0.607142865657806,0.392857134342194,0.25,0.0500000007450581,0.699999988079071
5249ce0c3ae74072a3004447,,,,,,,,0.666666686534882,0.935483872890472,0.0645161271095276,0.949999988079071,0.0500000007450581,,,0.5,,,,,,,,,,1,,1,,,,,0.25,,,0.666666686534882,0.666666686534882,,,,1,,,,,,,,,,,,0.727272748947144,0.272727280855179,0.100000001490116,0.850000023841858,0.0500000007450581,0.224999994039536,0.275000005960464,0.5
5249ce0c3ae74072a3004568,0.0909090936183929,,,0.0909090936183929,0.0909090936183929,,,0.454545468091965,0.666666686534882,0.333333343267441,0.925000011920929,0.0750000029802322,,,0.200000002980232,,,,,,,,,,0.800000011920929,,0.800000011920929,,,,,0.833333313465118,,,0.833333313465118,0.5,,0.333333343267441,0.666666686534882,,1,,,,,0.142857149243355,,,,,,0.461538463830948,0.538461565971375,,0.470588237047195,0.529411792755127,0.25,0.324999988079071,0.425000011920929
5249ce0c3ae74072a3004689,,,,0.222222223877907,0.222222223877907,,,0.444444447755814,0.866666674613953,0.133333340287209,0.949999988079071,0.0500000007450581,,,,,,,,,,,,,,,,,,,,,,,0.333333343267441,1,,,1,,1,,1,,,0.333333343267441,,,,,,,1,,0.555555582046509,0.444444447755814,0.25,0.0750000029802322,0.675000011920929
5249ce0c3ae74072a3003479,,,,0.444444447755814,0.111111111938953,,,0.444444447755814,0.833333313465118,0.16666667163372,1,,,,1,,,,,,,,,,,,1,,,,,0.5,,,1,1,,,,,,,,,,,,,,,,0.666666686534882,0.333333343267441,,0.571428596973419,0.428571432828903,0.400000005960464,0.0750000029802322,0.524999976158142
5249ce0c3ae74072a3004d1d,,,,0.200000002980232,0.0333333350718021,,,0.433333337306976,0.535714268684387,0.46428570151329,0.899999976158142,0.100000001490116,,,0.5,,,,,,,,,,0.25,,0.75,,,,,1,,,0.600000023841858,0.899999976158142,,,1,0.16666667163372,0.833333313465118,0.400000005960464,0.400000005960464,0.200000002980232,,0.100000001490116,,0.100000001490116,,,,0.444444447755814,0.555555582046509,0.100000001490116,0.899999976158142,,0.300000011920929,0.449999988079071,0.25
5249ce0c3ae74072a3003b0d,,,,,,,,0.5,0.965517222881317,0.0344827584922314,0.975000023841858,0.025000000372529,,,0.333333343267441,,,,,,,,,,1,,0.666666686534882,,,,,0.600000023841858,,,1,0.5,,,,1,,1,,,,0.5,,,,,,0.714285731315613,0.28571429848671,0.272727280855179,0.727272748947144,,0.275000005960464,0.174999997019768,0.550000011920929
5249ce0c3ae74072a3003c2e,,,,0.214285716414452,0.0714285746216774,,,0.428571432828903,0.714285731315613,0.28571429848671,0.975000023841858,0.025000000372529,,,0.666666686534882,,,,,,,,,,1,,1,,,,,0.5,,,1,1,,1,,,1,,,,,0.5,,,,,,0.75,0.25,1,,,0.474999994039536,0.200000002980232,0.324999988079071
5249ce0c3ae74072a3003d4f,,,,,,,,0.400000005960464,0.944444417953491,0.0555555559694767,0.975000023841858,0.025000000372529,,,1,,,,,,,,,,1,,1,,,,,1,,,1,,,0.5,0.5,,1,,0.5,0.5,,0.5,,,,,,0.600000023841858,0.400000005960464,,0.193548381328583,0.806451618671417,0.100000001490116,0.125,0.774999976158142
5249ce0c3ae74072a3004216,,,,0.428571432828903,,,,0.428571432828903,0.869565188884735,0.130434781312943,0.975000023841858,0.025000000372529,,,1,,,,,,,,,,1,,1,,,,,0.833333313465118,,,,0.5,,1,,0.666666686534882,0.333333343267441,0.5,,0.5,,0.333333343267441,,,,,,0.666666686534882,0.333333343267441,0.214285716414452,0.571428596973419,0.214285716414452,0.425000011920929,0.224999994039536,0.349999994039536
5249ce0c3ae74072a3004337,,,,,0.133333340287209,,,0.600000023841858,0.742857158184052,0.257142871618271,1,,,,0.5,,,,,,,,,,1,,1,,,,,1,,,1,,,,,1,,,1,,,1,,,,,,0.666666686534882,0.333333343267441,,0.75,0.25,0.125,0.0750000029802322,0.800000011920929
5249ce0c3ae74072a3004458,,,,,0.5,,,0.5,0.959999978542328,0.0399999991059303,1,,,,0.666666686534882,,,,,,,,,,1,,1,,,,,1,,,,0.666666686534882,,,,1,,0.5,0.5,,,0.666666686534882,,,,,,0.5,0.5,,1,,0.375,0.150000005960464,0.474999994039536
5249ce0c3ae74072a3004579,0.0425531901419163,,,0.212765961885452,0.127659574151039,,,0.382978737354279,0.419354826211929,0.580645143985748,0.875,0.125,,,0.28571429848671,,,,,,,,,,0.214285716414452,,0.714285731315613,,,,,0.875,,,0.600000023841858,0.600000023841858,,0.857142865657806,0.142857149243355,0.222222223877907,0.777777791023254,0.142857149243355,0.428571432828903,0.428571432828903,,0.545454561710358,,,,,,0.592592597007751,0.407407402992249,,1,,0.224999994039536,0.675000011920929,0.100000001490116
5249ce0c3ae74072a3004c0d,,,,,,,,0.600000023841858,0.625,0.375,0.975000023841858,0.025000000372529,,,1,,,,,,,,,,0.5,,1,,,,,1,,,,1,,1,,0.666666686534882,0.333333343267441,,1,,,1,,,,,,0.400000005960464,0.600000023841858,,,1,0.800000011920929,0.125,0.0750000029802322
5249ce0c3ae74072a3004d2e,0.0454545468091965,,,0.227272734045982,0.0909090936183929,,,0.409090906381607,0.699999988079071,0.300000011920929,0.949999988079071,0.0500000007450581,,,0.571428596973419,,,,,,,,,,0.714285731315613,,1,,,,,1,,,0.428571432828903,0.857142865657806,,,1,0.5,0.5,,0.666666686534882,0.333333343267441,,0.571428596973419,,,,,,0.5,0.5,,0.875,0.125,0.25,0.349999994039536,0.400000005960464
5249ce0c3ae74072a3003b1e,,,,,,,,0.5,0.970588207244873,0.0294117648154497,1,,,,0.25,,,,,,,,,,0.75,,1,,,,,0.800000011920929,,,0.200000002980232,0.200000002980232,,,1,0.666666686534882,0.333333343267441,0.666666686534882,0.333333343267441,,,0.600000023841858,,,,,,0.5,0.5,0.291666656732559,0.708333313465118,,0.150000005960464,0.25,0.600000023841858
5249ce0c3ae74072a3003c3f,0.0416666679084301,,,0.291666656732559,0.0833333358168602,,,0.458333343267441,0.666666686534882,0.333333343267441,0.925000011920929,0.0750000029802322,,,0.458333343267441,,,,,,,,,,0.25,,0.25,,,,,0.774193525314331,,,,,,,,,,,,,,,,,,,,1,,0.5,0.5,,0.174999997019768,0.774999976158142,0.0500000007450581
5249ce0c3ae74072a3004106,,,,,,,,,1,,1,,,,0.5,,,,,,,,,,0.5,,1,,,,,0.5,,,0.5,0.5,,,,1,,,,,,0.5,,,,,,0.666666686534882,0.333333343267441,0.391304343938828,0.52173912525177,0.0869565233588219,0.275000005960464,0.150000005960464,0.574999988079071
5249ce0c3ae74072a3003548,,,,,,,,0.5,0.896551728248596,0.103448279201984,1,,,,,,,,,,,,,,,,,,,,1,,0.555555582046509,,1,,1,,,,,,,,,,,,,,1,0.818181812763214,0.181818187236786,0.0555555559694767,0.944444417953491,,0.275000005960464,0.275000005960464,0.449999988079071
5249ce0c3ae74072a3004227,0.100000001490116,,,,,,,0.5,0.833333313465118,0.16666667163372,0.875,0.125,,,0.100000001490116,,,,,,,,,,0.200000002980232,,0.899999976158142,,,,,1,,,1,,,,1,,1,1,,,,,,,,,,0.909090936183929,0.0909090936183929,,0.105263158679008,0.89473682641983,0.25,0.275000005960464,0.474999994039536
5249ce0c3ae74072a3004348,,,,0.239999994635582,0.119999997317791,,,0.439999997615814,0.676470577716827,0.323529422283173,0.949999988079071,0.0500000007450581,,,,,,,,,,,,,,,,,,,,,,,0.56521737575531,1,,0.5,0.5,0.916666686534882,0.0833333358168602,0.0833333358168602,0.16666667163372,0.625,,0.25,,0.666666686534882,,,,0.0769230797886848,0.923076927661896,0.5,0.375,0.125,0.150000005960464,0.649999976158142,0.200000002980232
5249ce0c3ae74072a3004469,,,,0.142857149243355,,,,0.428571432828903,0.903225779533386,0.0967741906642914,0.949999988079071,0.0500000007450581,,,1,,,,,,,,,,0.800000011920929,,0.800000011920929,,,,,0.833333313465118,,,0.333333343267441,1,,,1,0.666666686534882,0.333333343267441,0.333333343267441,,0.333333343267441,,0.666666686534882,,,,,,0.666666686534882,0.333333343267441,,0.954545438289642,0.0454545468091965,0.224999994039536,0.224999994039536,0.550000011920929
5249ce0c3ae74072a3004c1e,,,,0.400000005960464,,,,0.400000005960464,0.727272748947144,0.272727280855179,0.949999988079071,0.0500000007450581,,,1,,,,,,,,,,1,,1,,,,,1,,,1,,,0.833333313465118,0.16666667163372,,1,0.5,,0.5,,0.16666667163372,,,,,,0.400000005960464,0.600000023841858,0.16666667163372,0.5,0.333333343267441,0.449999988079071,0.25,0.300000011920929
5249ce0c3ae74072a3004d3f,0.0526315793395042,,,0.157894730567932,0.157894730567932,,,0.421052634716034,0.733333349227905,0.266666680574417,1,,,,0.454545468091965,,,,,,,,,,0.454545468091965,,0.818181812763214,,,,,0.916666686534882,,,0.75,0.75,,,1,0.5,0.5,0.5,0.5,,,0.25,,,,,,0.75,0.25,,0.928571403026581,0.0714285746216774,0.25,0.400000005960464,0.349999994039536
